In total 4000 tracked data
99.95 collected 0
final reward is -1.1855741250046994
simulation end at 7000
         12866696 function calls (12852007 primitive calls) in 12.440 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      306    0.000    0.000    0.000    0.000 rcsetup.py:1043(_convert_validator_spec)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 sysconfig.py:168(_expand_vars)
        1    0.000    0.000    0.000    0.000 exception.py:7(<module>)
      143    0.000    0.000    0.000    0.000 inspect.py:714(getmodule)
       16    0.000    0.000    0.000    0.000 cycler.py:191(_from_iter)
        1    0.000    0.000    0.000    0.000 mathtext.py:261(MathtextBackendPdf)
     1235    0.000    0.000    0.000    0.000 inspect.py:2835(parameters)
       40    0.000    0.000    0.000    0.000 rcsetup.py:51(__init__)
       12    0.000    0.000    0.000    0.000 posixpath.py:376(abspath)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:357(_get_scalar_type_map)
        1    0.000    0.000    0.000    0.000 <decorator-gen-689>:1(_open_file)
       26    0.000    0.000    0.000    0.000 core.py:922(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 <decorator-gen-639>:1(_open_file)
       12    0.000    0.000    0.000    0.000 __init__.py:1886(has_metadata)
      186    0.000    0.000    0.000    0.000 __init__.py:2551(is_version_line)
       49    0.000    0.000    0.000    0.000 pathlib.py:709(__str__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:368(<dictcomp>)
      175    0.000    0.000    0.000    0.000 warnings.py:449(__init__)
        1    0.000    0.000    0.000    0.000 <decorator-gen-362>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-447>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-575>:1(_not_implemented_for)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1069(wrapper)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:1926(makeOptionalList)
      529    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.000    0.000 interface.py:41(<module>)
       74    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        6    0.000    0.000    0.000    0.000 numeric.py:2446(extend_all)
       54    0.000    0.000    0.000    0.000 pyparsing.py:3370(__str__)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_agg.py:71(RendererAgg)
       18    0.000    0.000    0.000    0.000 core.py:998(__init__)
        1    0.000    0.000    0.000    0.000 <decorator-gen-693>:1(_open_file)
        1    0.000    0.000    0.000    0.000 re.py:217(findall)
       28    0.000    0.000    0.000    0.000 locale.py:651(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 <decorator-gen-708>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-716>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-719>:1(_random_state)
        9    0.000    0.000    0.000    0.000 deprecation.py:436(<listcomp>)
      372    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
        1    0.000    0.000    0.000    0.000 <decorator-gen-704>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-715>:1(_random_state)
       14    0.000    0.000    0.000    0.000 __init__.py:1962(find_distributions)
        4    0.000    0.000    0.000    0.000 enum.py:798(_missing_)
        1    0.000    0.000    0.000    0.000 _exceptions.py:7(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-31>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-443>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-607>:1(_random_state)
        1    0.000    0.000    0.000    0.000 base.py:28(Put)
        1    0.000    0.000    0.000    0.000 {method 'ParseFile' of 'pyexpat.xmlparser' objects}
      347    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
        1    0.000    0.000    0.000    0.000 <decorator-gen-711>:1(_random_state)
        1    0.000    0.000    0.000    0.000 axis3d.py:5(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-165>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-699>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 __init__.py:505(get_cachedir)
        1    0.000    0.000    0.000    0.000 <decorator-gen-70>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 <decorator-gen-81>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-601>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-573>:1(_not_implemented_for)
       39    0.000    0.000    0.000    0.000 enum.py:447(_get_mixins_)
       15    0.000    0.000    0.000    0.000 enum.py:479(_find_new_)
        4    0.000    0.000    0.000    0.000 enum.py:805(_create_pseudo_member_)
        1    0.000    0.000    0.000    0.000 <decorator-gen-733>:1(_random_state)
      715    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
        1    0.000    0.000    0.000    0.000 <decorator-gen-88>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 <decorator-gen-571>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-697>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 mathtext.py:1863(Glue)
      152    0.000    0.000    0.000    0.000 textwrap.py:477(prefixed_lines)
        1    0.000    0.000    0.000    0.000 <decorator-gen-41>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-279>:1(_random_state)
     1086    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 <decorator-gen-440>:1(_not_implemented_for)
       33    0.000    0.000    0.000    0.000 os.py:676(__getitem__)
        1    0.000    0.000    0.000    0.000 <decorator-gen-707>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 patches.py:617(Shadow)
        1    0.000    0.000    0.000    0.000 events.py:446(ConditionValue)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(<module>)
      991    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 <decorator-gen-11>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-78>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 <decorator-gen-82>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 <decorator-gen-522>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-695>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-703>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:582(_ReducedHCT_Element)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
       33    0.000    0.000    0.000    0.000 __init__.py:1336(__init__)
        1    0.000    0.000    0.000    0.000 <decorator-gen-144>:1(_not_implemented_for)
      432    0.000    0.000    0.000    0.000 colors.py:224(<genexpr>)
        1    0.000    0.000    0.000    0.000 spines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Topology.py:177(build_machine_graph)
        1    0.000    0.000    0.000    0.000 <decorator-gen-579>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-683>:1(_open_file)
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-59>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-87>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-394>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 legend.py:269(Legend)
      307    0.000    0.000    0.000    0.000 __init__.py:722(__iter__)
        1    0.000    0.000    0.000    0.000 <decorator-gen-151>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-281>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-665>:1(_open_file)
        2    0.000    0.000    0.000    0.000 pyparsing.py:5329(delimitedList)
        1    0.000    0.000    0.000    0.000 _parser.py:575(__init__)
        9    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
        1    0.000    0.000    0.000    0.000 <decorator-gen-637>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-722>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-565>:1(_random_state)
        1    0.000    0.000    0.000    0.000 rcsetup.py:96(<listcomp>)
        1    0.000    0.000    0.000    0.000 _parser.py:300(__init__)
      616    0.000    0.000    0.000    0.000 version.py:340(release)
      125    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       32    0.000    0.000    0.000    0.000 contextlib.py:237(helper)
        1    0.000    0.000    0.000    0.000 <decorator-gen-33>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-589>:1(_nodes_or_number)
      626    0.000    0.000    0.000    0.000 version.py:352(post)
        1    0.000    0.000    0.000    0.000 <decorator-gen-613>:1(_random_state)
      620    0.000    0.000    0.000    0.000 version.py:346(pre)
        3    0.000    0.000    0.000    0.000 tokenize.py:374(read_or_stop)
        1    0.000    0.000    0.000    0.000 <decorator-gen-74>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 <decorator-gen-77>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-143>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-391>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-455>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-518>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-623>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-721>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 animation.py:408(FileMovieWriter)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
       64    0.000    0.000    0.000    0.000 inspect.py:2551(__str__)
        1    0.000    0.000    0.000    0.000 <decorator-gen-471>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-670>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-691>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-701>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-13>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-621>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-631>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-655>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-676>:1(_open_file)
      715    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:719(create_module)
       30    0.000    0.000    0.000    0.000 getlimits.py:40(<lambda>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-1>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-521>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-619>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-730>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6763(pyparsing_unicode)
        1    0.000    0.000    0.000    0.000 mathtext.py:219(MathtextBackendPs)
        1    0.000    0.000    0.000    0.000 quiver.py:442(Quiver)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 <decorator-gen-157>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-401>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-465>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-473>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-499>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-585>:1(_random_state)
     1790    0.000    0.000    0.000    0.000 __init__.py:785(<lambda>)
      744    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 <decorator-gen-153>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-457>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 <decorator-gen-514>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-629>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-39>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-15>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-127>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-611>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-651>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-685>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-609>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-669>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-726>:1(_not_implemented_for)
       40    0.000    0.000    0.000    0.000 rcsetup.py:63(<dictcomp>)
        1    0.000    0.000    0.000    0.000 polar.py:407(RadialLocator)
        4    0.000    0.000    0.000    0.000 enum.py:877(_decompose)
        1    0.000    0.000    0.000    0.000 <decorator-gen-5>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-85>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-299>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-395>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-449>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-459>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-461>:1(_random_state)
